,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Enrollment Report,,,,,,,,,,,,,,,
,,,,,,,,,Student Enrollment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Export to Excel,,,,,,,,,,,,,,,
,,,,,,,,,,School Year  2006-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Information about this report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,School Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NECAP Assessment Report Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Operating District Financial Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,County               SU/SD                Operating District    School Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,PK/EEE,K Part,,,K Full,1st,2nd,3rd,4th,,,,5th,6th,7th,8th,,,9th,,10th,11th,,12th,AW,PD,Total
,,,,,,,,,,,Statewide Total,"4,318","1,673",,,"4,534","6,208","6,396","6,478","6,522",,,,"6,560","6,822","7,020","7,141",,,"7,516",,"7,292","7,225",,"6,941",67,3,"92,716"
,Addison County,,,,,Addison Central SU,Addison Central SU,,,,Addison Central SU,45, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , ,45
,,,,,,,Bridport,,,,Bridport Central School,6,6,,, ,16,16,14,12,,,,14,16, , ,,, ,, , ,, , , ,100
,,,,,,,Cornwall,,,,Bingham Memorial School, , ,,,8,15,7,14,16,,,,9,9, , ,,, ,, , ,, , , ,78
,,,,,,,Middlebury ID #4,,,,Middlebury ID #4 School, , ,,,42,59,53,63,51,,,,57,60, , ,,, ,, , ,, , , ,385
,,,,,,,Middlebury UHSD #3,,,,Middlebury Senior UHSD #3, , ,,, , , , , ,,,, , , , ,,,161,,177,183,,172,5, ,698
,,,,,,,,,,,Middlebury Union Middle School #3, , ,,, , , , , ,,,, , ,167,155,,, ,, , ,, , , ,322
,,,,,,,Ripton,,,,Ripton Elementary School,2,1,,,5,9,9,8,9,,,,6,11, , ,,, ,, , ,, , , ,60
,,,,,,,Salisbury,,,,Salisbury Community School, , ,,,16,8,14,17,15,,,,10,21, , ,,, ,, , ,, , , ,101
,,,,,,,Shoreham,,,,Shoreham Elementary School, , ,,,12,13,10,19,13,,,,12,12, , ,,, ,, , ,, , , ,91
,,,,,,,Weybridge,,,,Weybridge Elementary School, ,7,,, ,17,11,14,10,,,,16,15, , ,,, ,, , ,, , , ,90
,,,,,,Addison Northeast SU,Addison Northeast SU,,,,Addison Northeast SU,29, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , ,29
,,,,,,,Bristol,,,,Bristol Elementary School, , ,,,48,40,48,46,40,,,,37,49, , ,,, ,, , ,, , , ,308
,,,,,,,Lincoln,,,,Lincoln Community School, , ,,,19,21,12,17,10,,,,22,17, , ,,, ,, , ,, , , ,118
,,,,,,,Monkton,,,,Monkton Central School, , ,,,30,35,24,17,32,,,,25,23, , ,,, ,, , ,, , , ,186
,,,,,,,Mt Abraham UHSD #28 (District),,,,Mt Abraham UHSD #28 (School), , ,,, , , , , ,,,, , ,149,138,,,173,,170,157,,156, , ,943
,,,,,,,New Haven,,,,Beeman Elementary School, , ,,,15,16,14,26,21,,,,20,26, , ,,, ,, , ,, , , ,138
,,,,,,,Starksboro,,,,Robinson School, , ,,,17,25,22,14,16,,,,26,16, , ,,, ,, , ,, , , ,136
,,,,,,Addison Northwest SU,Addison,,,,Addison Central School, ,16,,, ,14,16,16,17,,,,24,20, , ,,, ,, , ,, , , ,123
,,,,,,,Addison Northwest SU,,,,Addison Northwest SU,39, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , ,39
,,,,,,,Ferrisburgh,,,,Ferrisburgh Central School, , ,,,23,29,26,29,24,,,,28,34, , ,,, ,, , ,, , , ,193
,,,,,,,Vergennes UESD #44 (District),,,,Vergennes UESD #44 (School), ,46,,, ,31,39,39,40,,,,40,42, , ,,, ,, , ,, , , ,277
,,,,,,,Vergennes UHSD #5 (District),,,,Vergennes UHSD #5 (School), , ,,, , , , , ,,,, , ,106,87,,,111,,115,116,,112, , ,647
,,,,,,Addison Rutland SU,Orwell,,,,Orwell Village School, , ,,,12,9,27,13,12,,,,13,18,20,16,,, ,, , ,, , , ,140
,,,,,,Rutland Northeast SU,Leicester,,,,Leicester Central School,5, ,,,6,8,10,13,7,,,,8,7, , ,,, ,, , ,, , , ,64
,,,,,,,Whiting,,,,Whiting Village School,7, ,,,8,3,5,4,2,,,,3,2, , ,,, ,, , ,, , , ,34
,,,,,,Windsor Northwest SU,Granville/Hancock Joint Contract District,,,,Village School,3, ,,,4,8,5,6,5,,,,6,2, , ,,, ,, , ,, , , ,39
,,,,,,,,,,,County Total,136,76,,,265,376,368,389,352,,,,376,400,442,396,,,445,,462,456,,440,5, ,"5,384"
,Bennington County,,,,,Battenkill Valley SU,Arlington,,,,Arlington Memorial, , ,,, , , , , ,,,, ,22,26,27,,,36,,37,36,,46, , ,230
,,,,,,,,,,,Fisher School, , ,,,22,25,26,24,17,,,,20, , , ,,, ,, , ,, , , ,134
,,,,,,,Battenkill Valley SU,,,,Battenkill Valley SU,27, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , ,27
,,,,,,Bennington Rutland SU,Dorset,,,,Dorset School, , ,,,17,10,10,13,19,,,,19,23,33,29,,, ,, , ,, , , ,173
,,,,,,,Manchester,,,,Manchester Elementary/Middle School, , ,,,36,38,40,40,44,,,,46,50,75,55,,, ,, , ,, , , ,424
,,,,,,,Sunderland,,,,Sunderland Elementary School, , ,,,7,5,6,6,10,,,,10,12, , ,,, ,, , ,, , , ,56
