,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Enrollment Report,,,,,,,,,,,,,,,
,,,,,,,,,Student Enrollment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Export to Excel,,,,,,,,,,,,,,,
,,,,,,,,,,School Year  2008-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Information about this report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,School Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NECAP Assessment Report Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Operating District Financial Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,County               SU/SD                Operating District    School Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,PK/EEE,K Part,,,K Full,1st,2nd,3rd,4th,,,,5th,6th,7th,8th,,,9th,,10th,11th,,12th,AW,PD,Total
,,,,,,,,,,,Statewide Total,"4,695","1,199",,,"4,975","6,214","6,203","6,209","6,437",,,,"6,487","6,608","6,511","6,779",,,"6,938",,"6,813","6,932",,"6,692",83,1,"89,776"
,Addison County,,,,,Addison Central SU,Addison Central SU,,,,Addison Central SU,63, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , ,63
,,,,,,,Bridport,,,,Bridport Central School,12, ,,,11,10,5,16,16,,,,13,13, , ,,, ,, , ,, , , ,96
,,,,,,,Cornwall,,,,Bingham Memorial School, , ,,,11,13,12,18,12,,,,14,18, , ,,, ,, , ,, , , ,98
,,,,,,,Middlebury ID #4,,,,Middlebury ID #4 School, , ,,,58,57,48,62,54,,,,60,51, , ,,, ,, , ,, , , ,390
,,,,,,,Middlebury UHSD #3,,,,Middlebury Senior UHSD #3, , ,,, , , , , ,,,, , , , ,,,172,,152,166,,170,12, ,672
,,,,,,,,,,,Middlebury Union Middle School #3, , ,,, , , , , ,,,, , ,142,155,,, ,, , ,, , , ,297
,,,,,,,Ripton,,,,Ripton Elementary School,3, ,,,2,2,7,8,7,,,,6,11, , ,,, ,, , ,, , , ,46
,,,,,,,Salisbury,,,,Salisbury Community School,7, ,,,10,11,16,9,17,,,,16,16, , ,,, ,, , ,, , , ,102
,,,,,,,Shoreham,,,,Shoreham Elementary School, , ,,,9,14,10,13,8,,,,18,14, , ,,, ,, , ,, , , ,86
,,,,,,,Weybridge,,,,Weybridge Elementary School, , ,,,10,4,5,23,10,,,,10,12, , ,,, ,, , ,, , , ,74
,,,,,,Addison Northeast SU,Addison Northeast SU,,,,Addison Northeast SU,38, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , ,38
,,,,,,,Bristol,,,,Bristol Elementary School, , ,,,34,42,46,41,48,,,,50,40, , ,,, ,, , ,, , , ,301
,,,,,,,Lincoln,,,,Lincoln Community School, , ,,,14,17,17,20,12,,,,18,11, , ,,, ,, , ,, , , ,109
,,,,,,,Monkton,,,,Monkton Central School, , ,,,21,17,33,34,25,,,,16,34, , ,,, ,, , ,, , , ,180
,,,,,,,Mt Abraham UHSD #28 (District),,,,Mt Abraham UHSD #28 (School), , ,,, , , , , ,,,, , ,123,130,,,144,,138,164,,156, , ,855
,,,,,,,New Haven,,,,Beeman Elementary School, , ,,,12,10,18,16,11,,,,27,23, , ,,, ,, , ,, , , ,117
,,,,,,,Starksboro,,,,Robinson School, , ,,,24,17,19,26,26,,,,16,15, , ,,, ,, , ,, , , ,143
,,,,,,Addison Northwest SU,Addison,,,,Addison Central School, ,14,,, ,17,16,16,15,,,,16,18, , ,,, ,, , ,, , , ,112
,,,,,,,Addison Northwest SU,,,,Addison Northwest SU,64, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , ,64
,,,,,,,Ferrisburgh,,,,Ferrisburgh Central School, , ,,,33,34,24,27,29,,,,32,24, , ,,, ,, , ,, , , ,203
,,,,,,,Vergennes UESD #44 (District),,,,Vergennes UESD #44 (School), ,38,,, ,28,56,27,40,,,,37,38, , ,,, ,, , ,, , , ,264
,,,,,,,Vergennes UHSD #5 (District),,,,Vergennes UHSD #5 (School), , ,,, , , , , ,,,, , ,97,100,,,108,,91,112,,107, , ,615
,,,,,,Addison Rutland SU,Orwell,,,,Orwell Village School, , ,,,17,14,11,8,24,,,,12,12,8,17,,, ,, , ,, , , ,123
,,,,,,Rutland Northeast SU,Leicester,,,,Leicester Central School,2, ,,,7,9,3,8,11,,,,10,9, , ,,, ,, , ,, , , ,59
,,,,,,,Whiting,,,,Whiting Village School,14, ,,,7,1,6,3,4,,,,4,2, , ,,, ,, , ,, , , ,41
,,,,,,Windsor Northwest SU,Granville/Hancock Joint Contract District,,,,Village School, , ,,,2,1,4,9,3,,,,2,7, , ,,, ,, , ,, , , ,28
,,,,,,,,,,,County Total,203,52,,,282,318,356,384,372,,,,377,368,370,402,,,424,,381,442,,433,12, ,"5,176"
,Bennington County,,,,,Battenkill Valley SU,Arlington,,,,Arlington Memorial, , ,,, , , , , ,,,, ,25,24,27,,,25,,29,29,,39, , ,198
,,,,,,,,,,,Fisher School, , ,,,22,28,22,24,22,,,,19, , , ,,, ,, , ,, , , ,137
,,,,,,,Battenkill Valley SU,,,,Battenkill Valley SU,10, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , ,10
,,,,,,Bennington Rutland SU,Dorset,,,,Dorset School, , ,,,19,17,20,13,12,,,,22,16,29,24,,, ,, , ,, , , ,172
,,,,,,,Manchester,,,,Manchester Elementary/Middle School, , ,,,43,33,32,34,40,,,,40,54,49,58,,, ,, , ,, , , ,383
,,,,,,,Sunderland,,,,Sunderland Elementary School, , ,,,4,5,8,6,6,,,,6,11, , ,,, ,, , ,, , , ,46
