,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Enrollment Report,,,,,,,,,,,,,,,
,,,,,,,,,Student Enrollment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Export to Excel,,,,,,,,,,,,,,,
,,,,,,,,,,School Year  2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Information about this report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,School Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NECAP Assessment Report Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Operating District Financial Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,County               SU/SD                Operating District    School Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,PK/EEE,K Part,,,K Full,1st,2nd,3rd,4th,,,,5th,6th,7th,8th,,,9th,,10th,11th,,12th,AW,PD,Total
,,,,,,,,,,,Statewide Total,"6,213",96,,,"5,689","6,192","6,195","5,965","6,188",,,,"6,079","6,064","6,015","6,083",,,"6,007",,"6,049","5,876",,"5,741",92,2,"84,546"
,Addison County,,,,,Addison Central SU,Bridport,,,,Bridport Central School,16, ,,,12,10,11,8,12,,,,12,9, , ,,, ,, , ,, , , ,90
,,,,,,,Cornwall,,,,Bingham Memorial School,5, ,,,10,10,12,15,6,,,,11,13, , ,,, ,, , ,, , , ,82
,,,,,,,Middlebury ID #4,,,,Middlebury ID #4 School,57, ,,,54,63,62,46,62,,,,55,62, , ,,, ,, , ,, , , ,461
,,,,,,,Middlebury UHSD #3,,,,Middlebury Senior UHSD #3, , ,,, , , , , ,,,, , , , ,,,175,,152,157,,143,15, ,642
,,,,,,,,,,,Middlebury Union Middle School #3, , ,,, , , , , ,,,, , ,139,120,,, ,, , ,, , , ,259
,,,,,,,Ripton,,,,Ripton Elementary School,5, ,,,11,4,9,6,4,,,,8,1, , ,,, ,, , ,, , , ,48
,,,,,,,Salisbury,,,,Salisbury Community School,17, ,,,12,11,12,11,14,,,,15,7, , ,,, ,, , ,, , , ,99
,,,,,,,Shoreham,,,,Shoreham Elementary School,14, ,,,9,14,8,9,13,,,,11,8, , ,,, ,, , ,, , , ,86
,,,,,,,Weybridge,,,,Weybridge Elementary School,3, ,,,7,7,6,6,9,,,,5,14, , ,,, ,, , ,, , , ,57
,,,,,,Addison Northeast SU,Bristol,,,,Bristol Elementary School,50, ,,,35,34,38,41,41,,,,48,31, , ,,, ,, , ,, , , ,318
,,,,,,,Lincoln,,,,Lincoln Community School,30, ,,,13,20,16,20,19,,,,21,10, , ,,, ,, , ,, , , ,149
,,,,,,,Monkton,,,,Monkton Central School,14, ,,,32,19,21,19,25,,,,24,17, , ,,, ,, , ,, , , ,171
,,,,,,,Mt Abraham UHSD #28 (District),,,,Mt Abraham UHSD #28 (School), , ,,, , , , , ,,,, , ,96,126,,,128,,113,121,,122, , ,706
,,,,,,,New Haven,,,,Beeman Elementary School,1, ,,,8,16,13,15,18,,,,15,5, , ,,, ,, , ,, , , ,91
,,,,,,,Starksboro,,,,Robinson School,1, ,,,27,23,25,17,30,,,,25,22, , ,,, ,, , ,, , , ,170
,,,,,,Addison Northwest SU,Addison,,,,Addison Central School,4, ,,,11,12,6,10,18,,,,9,13, , ,,, ,, , ,, , , ,83
,,,,,,,Ferrisburgh,,,,Ferrisburgh Central School,11, ,,,14,23,27,30,25,,,,31,29, , ,,, ,, , ,, , , ,190
,,,,,,,Vergennes UESD #44 (District),,,,Vergennes UESD #44 (School),53,36,,, ,42,40,35,42,,,,28,41, , ,,, ,, , ,, , , ,317
,,,,,,,Vergennes UHSD #5 (District),,,,Vergennes UHSD #5 (School), , ,,, , , , , ,,,, , ,67,84,,,75,,87,82,,89,1, ,485
,,,,,,Addison Rutland SU,Orwell,,,,Orwell Village School, , ,,,11,10,12,16,13,,,,11,13,15,9,,, ,, , ,, , , ,110
,,,,,,Rutland Northeast SU,Leicester,,,,Leicester Central School,3, ,,,7,5,8,9,10,,,,9,11, , ,,, ,, , ,, , , ,62
,,,,,,,Whiting,,,,Whiting Village School,6, ,,,2,6,3,7,6,,,,3,4, , ,,, ,, , ,, , , ,37
,,,,,,,,,,,County Total,290,36,,,275,329,329,320,367,,,,341,310,317,339,,,378,,352,360,,354,16, ,"4,713"
,Bennington County,,,,,Battenkill Valley SU,Arlington,,,,Arlington Memorial, , ,,, , , , , ,,,, ,25,34,36,,,35,,27,28,,31, , ,216
,,,,,,,,,,,Fisher School,29,1,,,35,37,33,26,25,,,,33, , , ,,, ,, , ,, , , ,219
,,,,,,Bennington Rutland SU,Dorset,,,,Dorset School,13, ,,,15,20,21,24,21,,,,21,30,21,27,,, ,, , ,, , , ,213
,,,,,,,Manchester,,,,Manchester Elementary/Middle School,35, ,,,28,36,34,34,26,,,,42,41,57,52,,, ,, , ,, , , ,385
,,,,,,,Sunderland,,,,Sunderland Elementary School,6, ,,,15,11,11,11,17,,,,5,6, , ,,, ,, , ,, , , ,82
,,,,,,Southwest Vermont SU,Bennington ID,,,,Bennington Elementary School,56, ,,,55,52,40,39,39,,,,46, , , ,,, ,, , ,, , , ,327
,,,,,,,,,,,Molly Stark School,67, ,,,58,74,63,56,68,,,,59, , , ,,, ,, , ,, , , ,445
,,,,,,,,,,,Monument School,23, ,,,17,19,22,28,29,,,,17, , , ,,, ,, , ,, , , ,155
,,,,,,,Mt Anthony UHSD #14,,,,Mt Anthony Senior UHSD #14, , ,,, , , , , ,,,, , , , ,,,214,,238,257,,239,4, ,952
,,,,,,,,,,,Mt Anthony Union Middle School, , ,,, , , , , ,,,, ,125,238,245,,, ,, , ,, , , ,608
