Fiscal Year,SUID,SUName,ORGID,OrgName,Enrollment,Concat,K12FTE,TotStaffFTE,VCFlag
2014-2015,SU040,Rutland City SD,PS382,Rutland Intermediate School,585,PS3822015,54.6,97.35,0
2014-2015,SU040,Rutland City SD,SU040,Rutland City SD,0,SU0402015,12.8,114.35,0
2014-2015,SU041,Washington Northeast SU,PS055,Cabot School,169,PS0552015,20.4,38.56,0
2014-2015,SU041,Washington Northeast SU,PS304,Twinfield US #33,372,PS3042015,35.8,69.16,0
2014-2015,SU041,Washington Northeast SU,SU041,Washington Northeast SU,0,SU0412015,12.5,19.5,0
2014-2015,SU042,Washington West SU,PS107,Fayston Elementary School,91,PS1072015,10.3,21.98,0
2014-2015,SU042,Washington West SU,PS138,Harwood UHS #19,517,PS1382015,58,103.86,0
2014-2015,SU042,Washington West SU,PS193,Moretown Elementary School,99,PS1932015,9.52,22.02,0
2014-2015,SU042,Washington West SU,PS315,Waitsfield Elem School,127,PS3152015,12.4,26.29,0
2014-2015,SU042,Washington West SU,PS320,Warren Elementary School,146,PS3202015,15.2,30.23,0
2014-2015,SU042,Washington West SU,PS390,Thatcher Brook Primary US #45,358,PS3902015,33.6,66.39,0
2014-2015,SU042,Washington West SU,PS391,Crossett Brook Middle US #45,263,PS3912015,28.8,61.46,0
2014-2015,SU042,Washington West SU,PS393,Harwood Union Middle UHS #19,130,PS3932015,14.38,22.17,0
2014-2015,SU042,Washington West SU,SU042,Washington West SU,0,SU0422015,0,14.4,0
2014-2015,SU043,Washington South SU,PS210,Northfield Elementary School,243,PS2102015,26.1,48.07,0
2014-2015,SU043,Washington South SU,PS211,Northfield Middle/High School,295,PS2112015,32.5,63.77,0
2014-2015,SU043,Washington South SU,PS250,Roxbury Village School,37,PS2502015,5.05,9.57,0
2014-2015,SU043,Washington South SU,SU043,Washington South SU,0,SU0432015,0,12.23,0
2014-2015,SU045,Montpelier SD,PS173,Main Street Middle School,185,PS1732015,22.33,45.48,0
2014-2015,SU045,Montpelier SD,PS191,Montpelier High School,278,PS1912015,31.8,65.87,0
2014-2015,SU045,Montpelier SD,PS308,Union Elementary School,472,PS3082015,38.67,74.29,0
2014-2015,SU045,Montpelier SD,SU045,Montpelier SD,0,SU0452015,1,16.17,0
2014-2015,SU046,Windham Central SU,PS086,Dover Elementary School,90,PS0862015,6.9,14.72,0
2014-2015,SU046,Windham Central SU,PS149,Jamaica Village School,56,PS1492015,5.7,13.43,0
2014-2015,SU046,Windham Central SU,PS161,Leland And Gray UHS #34,347,PS1612015,30.93,50.58,0
2014-2015,SU046,Windham Central SU,PS177,Marlboro Elementary School,77,PS1772015,9.1,20.23,0
2014-2015,SU046,Windham Central SU,PS301,Townshend Village School,70,PS3012015,6.89,17.34,0
2014-2015,SU046,Windham Central SU,PS319,Wardsboro Central School,51,PS3192015,6.5,12.38,0
2014-2015,SU046,Windham Central SU,PS347,Windham Elementary School,19,PS3472015,3.2,6.47,0
2014-2015,SU046,Windham Central SU,PS408,Newbrook Elementary School,120,PS4082015,10.5,21.55,0
2014-2015,SU046,Windham Central SU,SU046,Windham Central SU,0,SU0462015,1,36.73,0
2014-2015,SU047,Windham Northeast SU,PS024,Bellows Falls Middle School,234,PS0242015,16.8,30.8,0
2014-2015,SU047,Windham Northeast SU,PS025,Bellows Falls UHS #27,343,PS0252015,28.59,49.79,0
2014-2015,SU047,Windham Northeast SU,PS120,Athens/Grafton Joint Contract School,89,PS1202015,7.5,12.18,0
2014-2015,SU047,Windham Northeast SU,PS249,Central Elementary School,168,PS2492015,12.7,25.46,0
2014-2015,SU047,Windham Northeast SU,PS260,Saxtons River Elem School,113,PS2602015,8.8,16.6,0
2014-2015,SU047,Windham Northeast SU,PS334,Westminster Schools,171,PS3342015,14.63,31.26,0
2014-2015,SU047,Windham Northeast SU,SU047,Windham Northeast SU,0,SU0472015,38.05,146.04,0
2014-2015,SU048,Windham Southeast SU,PS001,Academy School,386,PS0012015,22.4,47.2,0
2014-2015,SU048,Windham Southeast SU,PS040,Brattleboro UHS #6,785,PS0402015,71.6,161.3,0
2014-2015,SU048,Windham Southeast SU,PS087,Dummerston Schools,156,PS0872015,16,31.2,0
2014-2015,SU048,Windham Southeast SU,PS128,Guilford Central School,120,PS1282015,11.9,30.7,0
2014-2015,SU048,Windham Southeast SU,PS234,Putney Central School,158,PS2342015,17.4,37.2,0
2014-2015,SU048,Windham Southeast SU,PS313,Vernon Elementary School,159,PS3132015,17.4,37.2,0
2014-2015,SU048,Windham Southeast SU,PS367,Bratt Area Middle School #6,298,PS3672015,29.4,54,0
2014-2015,SU048,Windham Southeast SU,PS383,Oak Grove School,110,PS3832015,12,26.6,0
2014-2015,SU048,Windham Southeast SU,PS385,Green Street School,235,PS3852015,16,31.2,0
2014-2015,SU048,Windham Southeast SU,SU048,Windham Southeast SU,0,SU0482015,29.4,52.9,0
2014-2015,SU049,Windham Southwest SU,PS083,Twin Valley Elem School,0,PS0832015,20.2,43.3,0
2014-2015,SU049,Windham Southwest SU,PS129,Halifax School,47,PS1292015,6.6,11.8,0
2014-2015,SU049,Windham Southwest SU,PS240,Readsboro Elementary School,50,PS2402015,6.6,12.1,0
2014-2015,SU049,Windham Southwest SU,PS284,Stamford Elementary School,76,PS2842015,7.9,13.3,0
2014-2015,SU049,Windham Southwest SU,PS346,Twin Valley High School,154,PS3462015,18.5,41.41,0
2014-2015,SU049,Windham Southwest SU,PS403,Twin Valley Middle School,104,PS4032015,12.25,25.3,0
2014-2015,SU049,Windham Southwest SU,SU049,Windham Southwest SU,0,SU0492015,1.5,26.12,0
2014-2015,SU050,Windsor Northwest SU,PS034,Bethel Elementary School,148,PS0342015,11,21.74,0
2014-2015,SU050,Windsor Northwest SU,PS247,Rochester School,138,PS2472015,15.8,30.63,0
2014-2015,SU050,Windsor Northwest SU,PS285,Stockbridge Central School,52,PS2852015,5.29,10.14,0
2014-2015,SU050,Windsor Northwest SU,PS338,Whitcomb Jr/Sr High School,126,PS3382015,12.75,23.19,0
2014-2015,SU050,Windsor Northwest SU,SU050,Windsor Northwest SU,0,SU0502015,4,29.14,0
2014-2015,SU051,Windsor Central SU,PS017,Barnard Academy,59,PS0172015,6.8,12.15,0
2014-2015,SU051,Windsor Central SU,PS042,Bridgewater Village School,36,PS0422015,5.96,11.16,0
2014-2015,SU051,Windsor Central SU,PS226,Pomfret School,53,PS2262015,6.24,10.94,0
2014-2015,SU051,Windsor Central SU,PS239,Reading Elementary School,44,PS2392015,5.45,10.85,0
2014-2015,SU051,Windsor Central SU,PS267,Killington Elementary School,91,PS2672015,8.55,17,0
2014-2015,SU051,Windsor Central SU,PS355,Woodstock Elementary School,175,PS3552015,18.5,37.6,0
2014-2015,SU051,Windsor Central SU,PS356,Woodstock Sr UHS #4,347,PS3562015,38.81,85.96,0
2014-2015,SU051,Windsor Central SU,PS368,Woodstock Union Middle School,145,PS3682015,14.3,22.1,0
2014-2015,SU051,Windsor Central SU,SU051,Windsor Central SU,0,SU0512015,2.15,15.08,0
2014-2015,SU052,Windsor Southeast SU,PS008,Albert Bridge School (W Wind),77,PS0082015,11,14,0
2014-2015,SU052,Windsor Southeast SU,PS137,Hartland Elementary School,307,PS1372015,22,43,0
2014-2015,SU052,Windsor Southeast SU,PS348,Windsor High School,294,PS3482015,24.2,40.6,0
2014-2015,SU052,Windsor Southeast SU,PS349,Windsor State Street School,257,PS3492015,16.8,35,0
2014-2015,SU052,Windsor Southeast SU,PS407,Weathersfield School,213,PS4072015,16.75,36.05,0
2014-2015,SU052,Windsor Southeast SU,SU052,Windsor Southeast SU,0,SU0522015,15.7,65.7,0
2014-2015,SU054,Hartford SD,PS134,Hartford High School,522,PS1342015,48.8,78.21,0
2014-2015,SU054,Hartford SD,PS135,Hartford Mem Middle School,312,PS1352015,36.1,57.55,0
2014-2015,SU054,Hartford SD,PS339,White River School,194,PS3392015,20.2,42.42,0
2014-2015,SU054,Hartford SD,PS378,Dothan Brook School,217,PS3782015,21.8,45.18,0
2014-2015,SU054,Hartford SD,PS380,Ottauquechee School,212,PS3802015,19.2,40.1,0
2014-2015,SU054,Hartford SD,SU054,Hartford SD,0,SU0542015,19.75,74.29,0
2014-2015,SU055,Sau 70 ,PS176,Marion W Cross School,305,PS1762015,26.4,52.5,0
2014-2015,SU056,Springfield SD,PS245,Riverside Middle School,291,PS2452015,26,52.5,0
2014-2015,SU056,Springfield SD,PS277,Elm Hill School,276,PS2772015,23.5,54.8,0
2014-2015,SU056,Springfield SD,PS278,Springfield High School,433,PS2782015,36.37,75.07,0
2014-2015,SU056,Springfield SD,PS280,Union Street School,256,PS2802015,25.5,62.4,0
2014-2015,SU056,Springfield SD,SU056,Springfield SD,0,SU0562015,7,54.9,0
2014-2015,SU057,Blue Mountain SD,PS036,Blue Mountain US #21,373,PS0362015,42.9,91.75,0
2014-2015,SU059,Essex Town SD,PS099,Essex Elementary School,396,PS0992015,33.8,80.15,0
2014-2015,SU059,Essex Town SD,PS101,Essex Middle School,425,PS1012015,35.52,75.86,0
2014-2015,SU059,Essex Town SD,PS113,Founders Memorial School,379,PS1132015,26.83,63.47,0
2014-2015,SU059,Essex Town SD,SU059,Essex Town SD,0,SU0592015,4.2,25.44,0
2014-2015,SU060,Battenkill Valley SU,PS011,Arlington Memorial High School,216,PS0112015,19.2,32.9,0
2014-2015,SU060,Battenkill Valley SU,PS109,Fisher School,190,PS1092015,15.5,30.5,0
2014-2015,SU060,Battenkill Valley SU,SU060,Battenkill Valley SU,0,SU0602015,6.47,36.47,0
2014-2015,SU061,Barre SU,PS020,Barre Town Elementary School,756,PS0202015,75,161,0
2014-2015,SU061,Barre SU,PS276,Spaulding UHS #41,715,PS2762015,85.58,174.08,0
2014-2015,SU061,Barre SU,PS381,Barre City Elem/Middle School,772,PS3812015,87,182,0
2014-2015,SU061,Barre SU,SU061,Barre SU,0,SU0612015,3,27,0
2014-2015,SU063,Two Rivers SU,PS035,Black River US #39,172,PS0352015,20.04,41.6,0
2014-2015,SU063,Two Rivers SU,PS063,Cavendish Town Elem School,99,PS0632015,8,20.57,0
2014-2015,SU063,Two Rivers SU,PS070,Chester Andover US #29,219,PS0702015,20.1,46.95,0
2014-2015,SU063,Two Rivers SU,PS124,Green Mountain UHS #35,336,PS1242015,33,70,0
2014-2015,SU063,Two Rivers SU,PS167,Ludlow Elementary School,95,PS1672015,13.41,30,0
2014-2015,SU063,Two Rivers SU,PS198,Mt Holly School,67,PS1982015,10.34,16.84,0
2014-2015,SU063,Two Rivers SU,SU063,Two Rivers SU,0,SU0632015,5.2,28.9,0
2014-2015,SU064,Rivendell Interstate SD,PI004,Rivendell Academy,212,PI0042015,22.01,45.73,0
2014-2015,SU064,Rivendell Interstate SD,PS106,Samuel Morey Elementary School,152,PS1062015,14.42,33,0
2014-2015,SU064,Rivendell Interstate SD,PS399,Westshire School,84,PS3992015,9.69,22.58,0
2014-2015,TE001,Patricia Hannaford Career Ctr,VC001,Patricia Hannaford Career Ctr,0,VC0012015,16,32.8,0
2014-2015,TE002,SW VT Career Development Ctr,VC009,SW VT Career Development Ctr,0,VC0092015,17,30.23,0
2014-2015,TE003,River Valley Technical Center,VC016,River Valley Technical Center,0,VC0162015,15.5,24.6,0
2015-2016,SU001,Addison Northeast SU,PS023,Beeman Elementary School,105,PS0232016,7.3,12.51,0
2015-2016,SU001,Addison Northeast SU,PS045,Bristol Elementary School,267,PS0452016,22.5,39.5,0
2015-2016,SU001,Addison Northeast SU,PS162,Lincoln Community School,116,PS1622016,9.6,16.92,0
2015-2016,SU001,Addison Northeast SU,PS189,Monkton Central School,150,PS1892016,10.9,17.9,0
2015-2016,SU001,Addison Northeast SU,PS195,Mt Abraham UHS #28,649,PS1952016,59.33,86.33,0
2015-2016,SU001,Addison Northeast SU,PS246,Robinson School,154,PS2462016,12.1,18.8,0
2015-2016,SU001,Addison Northeast SU,SU001,Addison Northeast SU,0,SU0012016,26.42,118.79,0
2015-2016,SU002,Addison Northwest SU,PS002,Addison Central School,71,PS0022016,6.04,12.24,0
2015-2016,SU002,Addison Northwest SU,PS108,Ferrisburgh Central School,173,PS1082016,13.2,23.05,0
2015-2016,SU002,Addison Northwest SU,PS311,Vergennes Ues #44,253,PS3112016,19,35.2,0
2015-2016,SU002,Addison Northwest SU,PS312,Vergennes UHS #5,465,PS3122016,33.24,57.24,0
2015-2016,SU002,Addison Northwest SU,SU002,Addison Northwest SU,0,SU0022016,25,75.58,0
2015-2016,SU003,Addison Central SU,PS043,Bridport Central School,59,PS0432016,7.12,20.19,0
2015-2016,SU003,Addison Central SU,PS076,Bingham Memorial School,77,PS0762016,8.14,15.04,0
2015-2016,SU003,Addison Central SU,PS179,Middlebury Id#4,413,PS1792016,28.7,79.02,0
2015-2016,SU003,Addison Central SU,PS180,Middlebury Union High School,620,PS1802016,47.5,91.08,0
2015-2016,SU003,Addison Central SU,PS244,Ripton Elementary School,42,PS2442016,4.56,11.96,0
2015-2016,SU003,Addison Central SU,PS259,Salisbury Community School,92,PS2592016,8.82,18.22,0
2015-2016,SU003,Addison Central SU,PS268,Shoreham Elementary School,72,PS2682016,9.02,18.67,0
2015-2016,SU003,Addison Central SU,PS336,Weybridge Elementary School,45,PS3362016,5.11,11.91,0
2015-2016,SU003,Addison Central SU,PS366,Middlebury Union Middle School #3,265,PS3662016,27.4,54.44,0
2015-2016,SU003,Addison Central SU,SU003,Addison Central SU,0,SU0032016,27.6,70.9,0
2015-2016,SU004,Addison Rutland SU,PS031,Benson Village School,81,PS0312016,8.7,21.7,0
2015-2016,SU004,Addison Rutland SU,PS061,Castleton Hubbardton US #42,327,PS0612016,28.4,79.06,0
2015-2016,SU004,Addison Rutland SU,PS103,Fair Haven Grade School,292,PS1032016,26.82,61.34,0
2015-2016,SU004,Addison Rutland SU,PS104,Fair Haven UHS #16,448,PS1042016,37,77.39,0
2015-2016,SU004,Addison Rutland SU,PS218,Orwell Village School,122,PS2182016,11.1,19.5,0
2015-2016,SU004,Addison Rutland SU,SU004,Addison Rutland SU,0,SU0042016,25.18,46.32,0
2015-2016,SU005,Southwest Vermont SU,PS029,Bennington Elementary School,267,PS0292016,16.7,33.48,0
2015-2016,SU005,Southwest Vermont SU,PS188,Molly Stark School,405,PS1882016,24.5,42.29,0
2015-2016,SU005,Southwest Vermont SU,PS192,Monument Elementary School,131,PS1922016,9.4,17.13,0
2015-2016,SU005,Southwest Vermont SU,PS196,Mt Anthony Sr UHS #14,955,PS1962016,66.83,114.33,0
2015-2016,SU005,Southwest Vermont SU,PS197,Mt Anthony Union Middle School,547,PS1972016,39,69.5,0
2015-2016,SU005,Southwest Vermont SU,PS231,Pownal Elementary School,239,PS2312016,19,31.63,0
2015-2016,SU005,Southwest Vermont SU,PS262,Shaftsbury Elem School,240,PS2622016,16.8,25.8,0
2015-2016,SU005,Southwest Vermont SU,PS354,Woodford Hollow School,24,PS3542016,2.7,4.9,0
2015-2016,SU005,Southwest Vermont SU,SU005,Southwest Vermont SU,0,SU0052016,93.41,285.67,0
2015-2016,SU006,Bennington Rutland SU,PS079,Currier Memorial US #23,86,PS0792016,7.3,19.14,0
2015-2016,SU006,Bennington Rutland SU,PS085,Dorset School,191,PS0852016,17,38,0
2015-2016,SU006,Bennington Rutland SU,PS111,Flood Brook USD #301,265,PS1112016,29.12,61.47,0
2015-2016,SU006,Bennington Rutland SU,PS175,Manchester Elem/Middle School,349,PS1752016,31,70.92,0
2015-2016,SU006,Bennington Rutland SU,PS293,Sunderland Elem School,82,PS2932016,8.2,13.2,0
2015-2016,SU006,Bennington Rutland SU,PS392,Mettawee Community US #47,158,PS3922016,15.78,37.83,0
2015-2016,SU006,Bennington Rutland SU,SU006,Bennington Rutland SU,0,SU0062016,26.41,69.1,0
2015-2016,SU007,Colchester SD,PS072,Colchester High School,731,PS0722016,59.8,117.3,0
2015-2016,SU007,Colchester SD,PS073,Colchester Middle School,424,PS0732016,38.1,83.24,0
2015-2016,SU007,Colchester SD,PS174,Malletts Bay School,477,PS1742016,32.24,70.62,0
2015-2016,SU007,Colchester SD,PS227,Porters Point School,253,PS2272016,18.33,56.66,0
2015-2016,SU007,Colchester SD,PS309,Union Memorial School,250,PS3092016,18.83,50.76,0
2015-2016,SU007,Colchester SD,SU007,Colchester SD,0,SU0072016,3,48.94,0
2015-2016,SU008,Caledonia North SU,PS051,Burke Town School,190,PS0512016,19.31,27.44,0
2015-2016,SU008,Caledonia North SU,PS170,Lyndon Town School,395,PS1702016,44.5,63.37,0
2015-2016,SU008,Caledonia North SU,PS184,Millers Run School US #37,90,PS1842016,9.01,17.73,0
2015-2016,SU008,Caledonia North SU,PS201,Newark School,67,PS2012016,7.2,10.01,0
2015-2016,SU008,Caledonia North SU,PS294,Sutton Village School,95,PS2942016,8.85,14.75,0
2015-2016,SU008,Caledonia North SU,SU008,Caledonia North SU,0,SU0082016,72.5,92.91,0
2015-2016,SU009,Caledonia Central SU,PS018,Barnet Elementary School,184,PS0182016,18.7,39.7,0
2015-2016,SU009,Caledonia Central SU,PS082,Danville School,340,PS0822016,35.9,65,0
2015-2016,SU009,Caledonia Central SU,PS223,Peacham Elementary School,40,PS2232016,5.2,9.9,0
2015-2016,SU009,Caledonia Central SU,PS316,Walden School,86,PS3162016,9.9,15.2,0
2015-2016,SU009,Caledonia Central SU,SU009,Caledonia Central SU,0,SU0092016,7.32,25.45,0
2015-2016,SU010,Milton SD,PS140,Milton Elementary School,670,PS1402016,61,148.5,0
2015-2016,SU010,Milton SD,PS185,Milton Middle School,336,PS1852016,31,51,0
2015-2016,SU010,Milton SD,PS186,Milton High School,492,PS1862016,44,85.5,0
2015-2016,SU010,Milton SD,SU010,Milton SD,0,SU0102016,0,18,0
2015-2016,SU011,St Johnsbury SD,PS400,St Johnsbury Schools,633,PS4002016,61.3,145.77,0
2015-2016,SU011,St Johnsbury SD,SU011,St Johnsbury SD,0,SU0112016,0,0,0
2015-2016,SU012,Chittenden East SU,PS041,Brewster Pierce Elementary School,111,PS0412016,7.2,13.24,0
2015-2016,SU012,Chittenden East SU,PS050,Browns River Middle School,411,PS0502016,30.7,45.11,0
2015-2016,SU012,Chittenden East SU,PS058,Camels Hump Middle School,342,PS0582016,26.1,39.97,0
2015-2016,SU012,Chittenden East SU,PS152,Jericho Elementary School,233,PS1522016,18.1,28.64,0
2015-2016,SU012,Chittenden East SU,PS199,Mt Mansfield USD #401B,790,PS1992016,52.7,82,0
2015-2016,SU012,Chittenden East SU,PS243,Richmond Elementary School,228,PS2432016,18.8,28.76,0
2015-2016,SU012,Chittenden East SU,PS270,Smilie Memorial School(Bolton),67,PS2702016,4.5,8.45,0
2015-2016,SU012,Chittenden East SU,PS306,Underhill Central Elementary School,103,PS3062016,8.6,15.35,0
2015-2016,SU012,Chittenden East SU,PS307,Underhill Id Elementary School,91,PS3072016,6.5,10.74,0
2015-2016,SU012,Chittenden East SU,SU012,Chittenden East SU,0,SU0122016,47.9,230.37,0
2015-2016,SU013,Chittenden Central SU,PS009,Albert D Lawton School,347,PS0092016,31.8,56,0
2015-2016,SU013,Chittenden Central SU,PS141,Hiawatha School,215,PS1412016,19.6,46.3,0
2015-2016,SU013,Chittenden Central SU,PS292,Summit Street School,208,PS2922016,19.6,45.8,0
2015-2016,SU013,Chittenden Central SU,PS299,Thomas Fleming School,246,PS2992016,18.1,41.9,0
2015-2016,SU013,Chittenden Central SU,PS333,Westford Elementary School,169,PS3332016,15.5,31.6,0
2015-2016,SU013,Chittenden Central SU,PS388,Essex Community Ed Ctr,1217,PS3882016,102.5,274.2,0
2015-2016,SU013,Chittenden Central SU,SU013,Chittenden Central SU,0,SU0132016,0,35.1,0
2015-2016,SU014,Chittenden South SU,PS066,Champlain Valley UHS #15,1209,PS0662016,89.99,149.69,0
2015-2016,SU014,Chittenden South SU,PS068,Charlotte Central School,367,PS0682016,29.15,54.31,0
2015-2016,SU014,Chittenden South SU,PS143,Hinesburg Community School,499,PS1432016,34.9,64.12,0
2015-2016,SU014,Chittenden South SU,PS264,Shelburne Community School,757,PS2642016,53.5,109,0
2015-2016,SU014,Chittenden South SU,PS398,Williston Schools,994,PS3982016,76.8,137.56,0
2015-2016,SU014,Chittenden South SU,SU014,Chittenden South SU,0,SU0142016,64.3,355.17,0
2015-2016,SU015,Burlington SD,PS052,Burlington Senior High School,1051,PS0522016,110.57,188.39,0
2015-2016,SU015,Burlington SD,PS065,Champlain Elementary School,317,PS0652016,24.66,36.06,0
2015-2016,SU015,Burlington SD,PS080,C P Smith School,269,PS0802016,22.5,45.5,0
2015-2016,SU015,Burlington SD,PS094,Edmunds Elementary School,341,PS0942016,28.5,50.4,0
2015-2016,SU015,Burlington SD,PS095,Edmunds Middle School,407,PS0952016,46.21,72.11,0
2015-2016,SU015,Burlington SD,PS155,J J Flynn School,345,PS1552016,30,56.8,0
2015-2016,SU015,Burlington SD,PS159,Sustain Acad At Lawrence Barnes,189,PS1592016,20,41,0
2015-2016,SU015,Burlington SD,PS169,Lyman C Hunt Middle School,383,PS1692016,49.77,82.27,0
2015-2016,SU015,Burlington SD,PS337,Integrated Arts Acad At Ho Wheeler,265,PS3372016,24.6,44.1,0
2015-2016,SU015,Burlington SD,SU015,Burlington SD,0,SU0152016,3,167.35,0
2015-2016,SU016,South Burlington SD,PS064,Chamberlin School,223,PS0642016,23.33,50.66,0
2015-2016,SU016,South Burlington SD,PS216,Orchard School,349,PS2162016,32.72,57.8,0
2015-2016,SU016,South Burlington SD,PS271,Rick Marcotte Central School,355,PS2712016,29.5,61.84,0
2015-2016,SU016,South Burlington SD,PS272,So Burlington High School,881,PS2722016,72.24,124.52,0
2015-2016,SU016,South Burlington SD,PS273,Frederick H Tuttle Middle School,516,PS2732016,47.18,79.27,0
2015-2016,SU016,South Burlington SD,SU016,South Burlington SD,0,SU0162016,4.4,125.96,0
2015-2016,SU017,Winooski SD,PS154,J F Kennedy Elem School,351,PS1542016,40.44,91.9,0
2015-2016,SU017,Winooski SD,PS351,Winooski High School,228,PS3512016,25.09,49.1,0
2015-2016,SU017,Winooski SD,PS401,Winooski Middle School,159,PS4012016,19.82,36.62,0
2015-2016,SU017,Winooski SD,SU017,Winooski SD,0,SU0172016,0,7.63,0
2015-2016,SU018,Essex Caledonia SU,PS074,Concord Graded/Middle School,128,PS0742016,13.4,28.4,0
2015-2016,SU018,Essex Caledonia SU,PS127,Guildhall Elementary School,20,PS1272016,2.1,3.3,0
2015-2016,SU018,Essex Caledonia SU,PS168,Lunenburg/Gilman Schools,114,PS1682016,10.25,24.65,0
2015-2016,SU018,Essex Caledonia SU,PS324,Waterford Elementary School,126,PS3242016,11.99,29.21,0
2015-2016,SU018,Essex Caledonia SU,SU018,Essex Caledonia SU,0,SU0182016,7,23.25,0
2015-2016,SU019,Essex North SU,PS059,Canaan Schools,183,PS0592016,20.5,32.55,0
2015-2016,SU019,Essex North SU,SU019,Essex North SU,0,SU0192016,2,11.63,0
