,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Bennington Rutland SU,Dorset,,,,Dorset School, , ,,,12,17,15,19,28,,,,20,23, ,24,,,25,, , ,, , , , , ,183
,,,,,,,Manchester,,,,Manchester Elementary/Middle School, , ,,,35,38,45,38,64,,,,45,60, ,62,,,69,, , ,, , , , , ,456
,,,,,,,Sunderland,,,,Sunderland Elementary School, , ,,,6,8,9,9,16,,,,8,11, , ,,, ,, , ,, , , , , ,67
,,,,,,Southwest Vermont SU,Bennington ID,,,,Bennington Elementary School, , ,,,61,36,24,35,36,,,,45,43, , ,,, ,, , ,, , , , , ,280
,,,,,,,,,,,Catamount Elementary School, , ,,,42,40,39,30,39,,,,52,48, , ,,, ,, , ,, , , , , ,290
,,,,,,,,,,,Molly Stark School, , ,,,47,49,54,48,46,,,,52,52, , ,,, ,, , ,, , , , , ,348
,,,,,,,,,,,Monument School, , ,,,19,19,19,20,20,,,,15,24, , ,,, ,, , ,, , , , , ,136
,,,,,,,Mt Anthony UHSD #14,,,,Mt Anthony Senior UHSD #14, , ,,, , , , , ,,,, , , , ,,, ,,304,334,,293,306, , , ,"1,237"
,,,,,,,,,,,Mt Anthony Union Middle School, , ,,, , , , , ,,,, , , ,281,,,296,, , ,, , , , , ,577
,,,,,,,North Bennington ID,,,,North Bennington Graded School, , ,,,16,33,20,21,17,,,,17,24, , ,,, ,, , ,, , , , , ,148
,,,,,,,Pownal,,,,Pownal Elementary School, , ,,,37,31,39,35,52,,,,57,35, , ,,, ,, , ,, , , , , ,286
,,,,,,,Shaftsbury,,,,Shaftsbury Elementary School, , ,,,32,26,37,19,34,,,,40,37, , ,,, ,, , ,, , , , , ,225
,,,,,,,Southwest Vermont SU,,,,Southwest Vermont SU,65, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,65
,,,,,,,Woodford,,,,Woodford Hollow School, , ,,,5,4,3,5,3,,,,3,3, , ,,, ,, , ,, , , , , ,26
,,,,,,Windham Southwest SU,Readsboro,,,,Readsboro Elementary School,5,9,,, ,6,5,9,7,,,,7,8, ,13,,,10,, , ,, , , , , ,79
,,,,,,,Stamford,,,,Stamford Elementary School, ,6,,, ,9,6,5,3,,,,8,13, ,10,,,10,, , ,, , , , , ,70
,,,,,,,,,,,County Total,105,15,,,337,339,336,320,386,,,,398,405, ,434,,,451,,342,376,,333,339, , , ,"4,916"
,Caledonia County,,,,,Caledonia Central SU,Barnet,,,,Barnet Elementary School,21, ,,,15,13,16,13,18,,,,18,25, ,21,,,23,, , ,, , , , , ,183
,,,,,,,Danville,,,,Danville School,29,26,,, ,20,28,29,27,,,,29,28, ,43,,,31,,41,47,,27,52, , , ,457
,,,,,,,Peacham,,,,Peacham Elementary School,9, ,,,3,9,8,9,7,,,,6,5, , ,,, ,, , ,, , , , , ,56
,,,,,,,Walden,,,,Walden School,11,12,,, ,7,12,10,14,,,,16,13, ,19,,,14,, , ,, , , , , ,128
,,,,,,Caledonia North SU,Burke,,,,Burke Town School, ,25,,,3,18,22,18,16,,,,19,26, ,24,,,16,, , ,, , , , , ,187
,,,,,,,Caledonia North SU,,,,Caledonia North SU,31, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,31
,,,,,,,Lyndon,,,,Lyndon Town School,1,56,,, ,61,49,46,67,,,,65,66, ,92,,,76,, , ,, , , , , ,579
,,,,,,,Millers Run USD #37,,,,Millers Run School USD #37,24,12,,, ,13,11,18,18,,,,13,20, ,13,,,21,, , ,, , , , , ,163
,,,,,,,Newark,,,,Newark School, ,7,,, ,4,9,3,2,,,,6,4, ,5,,,7,, , ,, , , , , ,47
,,,,,,,Sutton,,,,Sutton School, , ,,,12,16,15,17,13,,,,13,11, ,18,,,10,, , ,, , , , , ,125
,,,,,,Essex Caledonia SU,Waterford,,,,Waterford Elementary School,23,17,,, ,19,13,18,15,,,,20,19, ,13,,,21,, , ,, , , , , ,178
,,,,,,Orleans Southwest SU,Hardwick,,,,Hardwick Elementary School, , ,,,46,39,38,40,45,,,,49,52, , ,,, ,, , ,, , , , , ,309
,,,,,,,Hazen UHSD #26 (District),,,,Hazen UHSD #26 (School), , ,,, , , , , ,,,, , , ,61,,,59,,82,74,,67,67, ,1, ,411
,,,,,,,Orleans Southwest SU,,,,Orleans Southwest SU,44, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,44
,,,,,,St Johnsbury SD,St Johnsbury,,,,St Johnsbury Schools,76, ,,,78,63,62,62,71,,,,68,67, ,68,,,93,, , ,, , , , , ,708
,,,,,,,,,,,County Total,269,155,,,157,282,283,283,313,,,,322,336, ,377,,,371,,123,121,,94,119, ,1, ,"3,606"
,Chittenden County,,,,,Burlington SD,Burlington,,,,Burlington Senior High School, , ,,, , , , , ,,,, , , , ,,, ,,340,266,,278,227,12,14, ,"1,137"
,,,,,,,,,,,C P Smith School, , ,,,39,49,46,47,58,,,,55, , , ,,, ,, , ,, , ,2, , ,296
,,,,,,,,,,,Champlain School, , ,,,56,43,40,48,43,,,,57, , , ,,, ,, , ,, , , , , ,287
,,,,,,,,,,,Edmunds Elementary School, , ,,,57,57,51,39,50,,,,49, , , ,,, ,, , ,, , , , , ,303
,,,,,,,,,,,Edmunds Middle School, , ,,, , , , , ,,,, ,111, ,131,,,125,, , ,, , , , , ,367
,,,,,,,,,,,Essential Early Education Center,47, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,47
,,,,,,,,,,,Integrated Arts Academy At HO Wheeler,29, ,,,32,32,21,29,39,,,,40, , , ,,, ,, , ,, , , , , ,222
,,,,,,,,,,,J J Flynn School, , ,,,50,67,48,57,37,,,,66, , , ,,, ,, , ,, , , , , ,325
,,,,,,,,,,,Lyman C Hunt Middle School, , ,,, , , , , ,,,, ,152, ,159,,,152,, , ,, , , , , ,463
,,,,,,,,,,,Ontop, , ,,, , , , , ,,,, ,1, ,3,,,2,,8,5,,3, , , , ,22
,,,,,,,,,,,Sustainability Academy At Lawrence Barnes, , ,,,21,27,25,22,30,,,,31, , , ,,, ,, , ,, , , , , ,156
,,,,,,,Burlington SD,,,,Burlington SD,192,5,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,197
,,,,,,Chittenden Central SU,Chittenden Central SU,,,,Chittenden Central SU,16,1,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,17
,,,,,,,Essex Community Education Center UHSD #46 (District),,,,Essex Community Education Center UHSD #46 (School), , ,,, , , , , ,,,, , , , ,,, ,,404,402,,397,388, , , ,"1,591"
,,,,,,,Essex Junction ID,,,,Albert D Lawton School, , ,,, , , , , ,,,, ,123, ,104,,,128,, , ,, , , , , ,355
,,,,,,,,,,,Hiawatha School, ,47,,, ,58,47,60, ,,,, , , , ,,, ,, , ,, , , , , ,212
,,,,,,,,,,,Summit Street School, ,50,,, ,48,56,61, ,,,, , , , ,,, ,, , ,, , , , , ,215
,,,,,,,,,,,Thomas Fleming School, , ,,, , , , ,87,,,,129, , , ,,, ,, , ,, , , , , ,216
,,,,,,,Westford,,,,Westford Elementary School,16,11,,,11,25,27,27,20,,,,34,26, ,40,,,33,, , ,, , , , , ,270
,,,,,,Chittenden East SU,Bolton,,,,Smilie Memorial School (Bolton),25,15,,, ,13,15,14,13,,,, , , , ,,, ,, , ,, , , , , ,95
,,,,,,,Chittenden East SU,,,,Chittenden East SU,34, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,34
,,,,,,,Huntington,,,,Brewster Pierce School,29,10,,, ,26,24,29,26,,,, , , , ,,, ,, , ,, , , , , ,144
,,,,,,,Jericho,,,,Jericho Elementary School,6,5,,,36,50,56,56,61,,,, , , , ,,, ,, , ,, , , , , ,270
,,,,,,,Mt Mansfield USD #17 (District),,,,Browns River Middle USD #17, , ,,, , , , , ,,,,122,109, ,111,,,127,, , ,, , , , , ,469
,,,,,,,,,,,Camels Hump Middle USD #17, , ,,, , , , , ,,,,108,106, ,101,,,123,, , ,, , , , , ,438
,,,,,,,,,,,Mt Mansfield USD #17 (School), , ,,, , , , , ,,,, , , , ,,, ,,255,292,,255,264, , , ,"1,066"
,,,,,,,Richmond,,,,Richmond Elementary School,1,58,,, ,50,50,57,63,,,, , , , ,,, ,, , ,, , , , , ,279
,,,,,,,Underhill ID,,,,Underhill ID School, , ,,,18,30,28,24,27,,,, , , , ,,, ,, , ,, , , , , ,127
,,,,,,,Underhill Town,,,,Underhill Central School, , ,,,18,31,32,25,31,,,, , , , ,,, ,, , ,, , , , , ,137
,,,,,,Chittenden South SU,Champlain Valley UHSD #15 (District),,,,Champlain Valley UHSD #15 (School), , ,,, , , , , ,,,, , , , ,,, ,,344,332,,337,279,9, , ,"1,301"
,,,,,,,Charlotte,,,,Charlotte Central School,10,45,,, ,54,40,49,58,,,,64,76, ,56,,,67,, , ,, , , , , ,519
,,,,,,,Hinesburg,,,,Hinesburg Community School,26,44,,, ,54,47,64,53,,,,68,51, ,66,,,70,, , ,, , , , , ,543
,,,,,,,Shelburne,,,,Shelburne Community School,18,66,,, ,101,84,94,88,,,,107,115, ,88,,,103,, , ,, , , , , ,864
,,,,,,,Williston,,,,Williston Schools,37,109,,, ,123,113,135,145,,,,144,135, ,143,,,125,, , ,, , , , , ,"1,209"
,,,,,,Colchester SD,Colchester,,,,Colchester High School, , ,,, , , , , ,,,, , , , ,,, ,,186,204,,182,173,27, , ,772
,,,,,,,,,,,Colchester Middle School, , ,,, , , , , ,,,, ,195, ,203,,,196,, , ,, , , , , ,594
,,,,,,,,,,,Malletts Bay School, , ,,, , , ,174,179,,,,194, , , ,,, ,, , ,, , , , , ,547
,,,,,,,,,,,Porters Point School, ,84,,, ,84,80, , ,,,, , , , ,,, ,, , ,, , , , , ,248
,,,,,,,,,,,Union Memorial School,17,72,,, ,82,72, , ,,,, , , , ,,, ,, , ,, , , , , ,243
,,,,,,,Colchester SD,,,,Colchester SD,20, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,20
,,,,,,Essex Town SD,Essex Town,,,,Essex Elementary School,19,49,,,73,131,151, , ,,,, , , , ,,, ,, , ,, , , , , ,423
,,,,,,,,,,,Essex Middle School, , ,,, , , , , ,,,, ,174, ,171,,,198,, , ,, , , , , ,543
,,,,,,,,,,,Founders Memorial School, , ,,, , , ,140,164,,,,132, , , ,,, ,, , ,, , , , , ,436
,,,,,,Milton SD,Milton ID,,,,Milton Elementary School,59,123,,, ,138,155,140,143,,,,146,132, , ,,, ,, , ,, , , , , ,"1,036"
,,,,,,,,,,,Milton Middle School, , ,,, , , , , ,,,, , , ,147,,,142,, , ,, , , , , ,289
,,,,,,,,,,,Milton Senior High School, , ,,, , , , , ,,,, , , , ,,, ,,151,135,,128,114,7, , ,535
,,,,,,South Burlington SD,South Burlington,,,,Chamberlin School, , ,,,43,40,48,48,47,,,,57, , , ,,, ,, , ,, , , , , ,283
,,,,,,,,,,,Frederick H Tuttle Middle School, , ,,, , , , , ,,,, ,190, ,208,,,235,, , ,, , , , , ,633
,,,,,,,,,,,Orchard School, , ,,,62,60,62,57,64,,,,57, , , ,,, ,, , ,, , , , , ,362
,,,,,,,,,,,Rick Marcotte Central School, , ,,,62,65,68,75,65,,,,80, , , ,,, ,, , ,, , , , , ,415
,,,,,,,,,,,South Burlington High School, , ,,, , , , , ,,,, , , , ,,, ,,262,235,,237,237, , , ,971
,,,,,,,South Burlington SD,,,,South Burlington SD,97, ,,, , , , , ,,,, , , , ,,, ,, , ,, , ,2,1, ,100
,,,,,,Winooski SD,Winooski ID,,,,J F Kennedy Elementary School,33, ,,,57,57,58,62,59,,,,63, , , ,,, ,, , ,, , , , , ,389
,,,,,,,,,,,Winooski High School, , ,,, , , , , ,,,, , , , ,,, ,,78,78,,36,40,6,3, ,241
,,,,,,,,,,,Winooski Middle School, , ,,, , , , , ,,,, ,60, ,63,,,65,, , ,, , , , , ,188
,,,,,,,,,,,County Total,729,793,,,635,"1,595","1,544","1,633","1,650",,,,"1,803","1,756", ,"1,794",,,"1,891",,"2,028","1,949",,"1,853","1,722",65,18, ,"23,458"
,Essex County,,,,,Caledonia North SU,East Haven,,,,East Haven School, , ,,,4,2,5,3,3,,,,4,4, ,8,,,11,, , ,, , , , , ,44
,,,,,,Essex Caledonia SU,Concord,,,,Concord School,14, ,,,19,19,17,8,14,,,,17,20, ,16,,,25,,16,24,,18,15,2, , ,244
,,,,,,,Granby,,,,Granby Central School, , ,,, ,2,1, ,3,,,, ,2, , ,,, ,, , ,, , , , , ,8
,,,,,,,Guildhall,,,,Guildhall Elementary School, , ,,,5,3,5,3,4,,,,7,2, , ,,, ,, , ,, , , , , ,29
,,,,,,,Lunenburg,,,,Lunenburg Schools,17,13,,, ,15,9,11,16,,,,14,13, ,18,,,17,, , ,, , , , , ,143
,,,,,,Essex North SU,Canaan,,,,Canaan Schools, ,13,,, ,11,15,10,19,,,,19,16, ,27,,,25,,32,34,,22,34, ,1, ,278
,,,,,,,Essex North SU,,,,Essex North SU,19, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,19
,,,,,,,Norton,,,,Norton Village School, , ,,, , ,1,2, ,,,,2,1, , ,,, ,, , ,, , , , , ,6
,,,,,,North Country SU,Brighton,,,,Brighton Elementary School,9,11,,, ,14,13,8,14,,,,14,18, ,20,,,18,, , ,, , , , , ,139
,,,,,,,,,,,County Total,59,37,,,28,66,66,45,73,,,,77,76, ,89,,,96,,48,58,,40,49,2,1, ,910
,Franklin County,,,,,Franklin Central SU,Fairfield,,,,Fairfield Center School, ,20,,, ,30,27,38,28,,,,27,32, ,23,,,36,, , ,, , , , , ,261
,,,,,,,Franklin Central SU,,,,Franklin Central SU,98, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,98
,,,,,,,St Albans City,,,,St Albans City School, ,72,,,34,93,81,91,85,,,,92,78, ,82,,,87,, , ,, , , , , ,795
,,,,,,,St Albans Town,,,,St Albans Town Education Center, ,85,,, ,73,86,70,69,,,,74,75, ,87,,,82,, , ,, , , , , ,701
,,,,,,Franklin Northeast SU,Bakersfield,,,,Bakersfield School, ,13,,, ,22,18,18,22,,,,15,20, ,30,,,19,, , ,, , , , , ,177
,,,,,,,Berkshire,,,,Berkshire Elementary School, ,16,,, ,19,31,19,23,,,,20,22, ,23,,,22,, , ,, , , , , ,195
,,,,,,,Enosburgh,,,,Enosburg Falls Elementary School, ,40,,, ,32,29,49,44,,,,43,48, , ,,, ,, , ,, , , , , ,285
,,,,,,,,,,,Enosburg Falls Junior/Senior High School, , ,,, , , , , ,,,, , , ,47,,,39,,95,91,,90,52, , , ,414
,,,,,,,Franklin Northeast SU,,,,Franklin Northeast SU,36, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,36
,,,,,,,Montgomery,,,,Montgomery Center School, ,14,,, ,18,19,16,11,,,,10,16, ,14,,,13,, , ,, , , , , ,131
,,,,,,,Richford,,,,Richford Elementary School, ,26,,, ,37,44,34,29,,,,40,36, , ,,, ,, , ,, , , , , ,246
,,,,,,,,,,,Richford Junior/Senior High School, , ,,, , , , , ,,,, , , ,31,,,34,,57,42,,47,52, , , ,263
,,,,,,Franklin Northwest SU,Franklin,,,,Franklin Central School, ,12,,, ,18,23,23,16,,,,19,21, , ,,, ,, , ,, , , , , ,132
,,,,,,,Franklin Northwest SU,,,,Franklin Northwest SU,40, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,40
,,,,,,,Highgate,,,,Highgate Schools,20,47,,, ,51,61,56,47,,,,48,59, , ,,, ,, , ,, , , , , ,389
,,,,,,,Missisquoi Valley UHSD #7 (District),,,,Missisquoi Valley UHSD #7 (School), , ,,, , , , , ,,,, , , ,184,,,200,,228,150,,158,142, , , ,"1,062"
,,,,,,,Sheldon,,,,Sheldon Elementary School,9,35,,, ,31,26,33,28,,,,30,45, ,40,,,39,, , ,, , , , , ,316
,,,,,,,Swanton,,,,Swanton Schools,9,72,,, ,96,76,95,92,,,,107,101, , ,,, ,, , ,, , , , , ,648
,,,,,,Franklin West SU,Fairfax,,,,Bellows Free Academy (Fairfax),36,41,,, ,50,51,53,54,,,,61,78,2,71,,,97,,92,82,,96,79, , , ,943
,,,,,,,Fletcher,,,,Fletcher Elementary School,24,9,,, ,17,11,19,25,,,,16,15, , ,,, ,, , ,, , , , , ,136
,,,,,,,Georgia,,,,Georgia Elementary/Middle School,44,73,,, ,57,66,66,71,,,,74,73, ,77,,,89,, , ,, , , , , ,690
,,,,,,,,,,,County Total,316,575,,,34,644,649,680,644,,,,676,719,2,709,,,757,,472,365,,391,325, , , ,"7,958"
,Grafton (NH) County,,,,,Rivendell Interstate School District,Rivendell Interstate School District,,,,Rivendell Academy, , ,,, , , , , ,,,, ,43, ,42,,,49,,50,63,,29,34, , , ,310
,,,,,,,,,,,Rivendell Interstate School District,21, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,21
,,,,,,,,,,,County Total,21, ,,, , , , , ,,,, ,43, ,42,,,49,,50,63,,29,34, , , ,331
,Grand Isle County,,,,,Grand Isle SU,Alburgh,,,,Alburgh Community Education Center, , ,,,30,28,20,27,31,,,,27,30, ,18,,,29,, , ,, , , , , ,240
,,,,,,,Grand Isle,,,,Grand Isle Elementary School, , ,,,24,22,14,27,26,,,,22,19, ,23,,,24,, , ,, , , , , ,201
,,,,,,,Grand Isle SU,,,,Grand Isle SU,75, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,75
,,,,,,,Isle Lamotte,,,,Isle La Motte Elementary School, , ,,,4,7,1,6,8,,,,2,7, , ,,, ,, , ,, , , , , ,35
,,,,,,,North Hero,,,,North Hero Elementary School, , ,,,6,7,4,10,6,,,,5,8, ,10,,,5,, , ,, , , , , ,61
,,,,,,,South Hero,,,,Folsom Education and Community Center, ,16,,, ,18,22,20,23,,,,20,26, ,25,,,24,, , ,, , , , , ,194
,,,,,,,,,,,County Total,75,16,,,64,82,61,90,94,,,,76,90, ,76,,,82,, , ,, , , , , ,806
,Lamoille County,,,,,Lamoille North SU,Belvidere,,,,Belvidere Central School,1,2,,, ,3,1,7,2,,,,5,1, , ,,, ,, , ,, , , , , ,22
,,,,,,,Cambridge,,,,Cambridge Elementary School,30,41,,, ,45,37,43,36,,,,57,35, , ,,, ,, , ,, , , , , ,324
,,,,,,,Eden,,,,Eden Central School,32, ,,,19,17,16,17,16,,,,15,16, , ,,, ,, , ,, , , , , ,148
,,,,,,,Hyde Park,,,,Hyde Park Elementary School,15, ,,,36,27,40,21,24,,,,29,37, , ,,, ,, , ,, , , , , ,229
,,,,,,,Johnson,,,,Johnson Elementary School,26,36,,, ,38,31,44,35,,,,26,32, , ,,, ,, , ,, , , , , ,268
,,,,,,,Lamoille UHSD #18 (District),,,,Lamoille UHSD #18 (School), , ,,, , , , , ,,,, , , ,163,,,146,,171,142,,123,160, , , ,905
,,,,,,,Waterville,,,,Waterville Elementary School,4,8,,, ,6,11,5,8,,,,15,11, , ,,, ,, , ,, , , , , ,68
,,,,,,Lamoille South SU,Elmore,,,,Lake Elmore School, , ,,, ,7,5,3, ,,,, , , , ,,, ,, , ,, , , , , ,15
,,,,,,,Lamoille South SU,,,,Lamoille South SU,24, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,24
,,,,,,,Morristown,,,,Morristown Elementary Schools, ,62,,, ,50,47,80,70,,,,71, , , ,,, ,, , ,, , , , , ,380
,,,,,,,,,,,Peoples Academy, , ,,, , , , , ,,,, , , , ,,, ,,117,92,,86,81, , , ,376
,,,,,,,,,,,Peoples Academy Middle School, , ,,, , , , , ,,,, ,72, ,91,,,105,, , ,, , , , , ,268
,,,,,,,Stowe,,,,Stowe Elementary School, ,43,,, ,46,57,43,63,,,,66, , , ,,, ,, , ,, , , , , ,318
,,,,,,,,,,,Stowe Middle/High School, , ,,, , , , , ,,,, ,54, ,64,,,69,,57,54,,35,67, , , ,400
,,,,,,Orleans Southwest SU,Wolcott,,,,Wolcott Elementary School, ,17,,, ,19,24,16,22,,,,11,24, , ,,, ,, , ,, , , , , ,133
,,,,,,,,,,,County Total,132,209,,,55,258,269,279,276,,,,295,282, ,318,,,320,,345,288,,244,308, , , ,"3,878"
,Orange County,,,,,Blue Mountain SD,Blue Mountain USD #21 (District),,,,Blue Mountain USD #21 (School),25, ,,,27,21,23,25,31,,,,34,39, ,32,,,35,,38,34,,30,39,1, , ,434
,,,,,,Orange East SU,Bradford ID,,,,Bradford Elementary School, ,36,,, ,37,31,39,32,,,,40,31, , ,,, ,, , ,, , , , , ,246
,,,,,,,Newbury,,,,Newbury Elementary School, , ,,,17,26,17,26,18,,,,23,30, , ,,, ,, , ,, , , , , ,157
,,,,,,,Orange East SU,,,,Orange East SU,48, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,48
,,,,,,,Oxbow UHSD #30 (District),,,,Oxbow UHSD #30 (School), , ,,, , , , , ,,,, , , ,58,,,64,,90,79,,88,111,7, , ,497
