,,,,,,,,,,,,PK/EEE,K Part,,,K Full,1st,2nd,3rd,4th,,,,5th,6th,EU,7th,,,8th,,9th,10th,,11th,12th,SU,AW,PD,Total
,,,,,,,,,,,Park Street School, , ,,,37,54,40,55,57,,,,42, ,4, ,,, ,, , ,, , , , , ,289
,,,,,,,,,,,Riverside Middle School, , ,,, , , , , ,,,, ,95,4,98,,,124,, , ,, , ,1, , ,322
,,,,,,,,,,,Springfield High School, , ,,, , , , , ,,,, , , , ,,, ,,147,135,,156,106, , , ,544
,,,,,,,,,,,Union Street School, , ,,,42,17,37,19,21,,,,34, , , ,,, ,, , ,, , , , , ,170
,,,,,,,Springfield SD,,,,Springfield SD,14, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,14
,,,,,,Windsor Central SU,Barnard,,,,Barnard Central School, ,1,,,10,9,9,8,5,,,,12,7, , ,,, ,, , ,, , , , , ,61
,,,,,,,Bridgewater,,,,Bridgewater Village School, ,4,,, ,15,12,7,12,,,,12,9, , ,,, ,, , ,, , , , , ,71
,,,,,,,Pomfret,,,,Pomfret School, ,11,,, ,14,16,12,14,,,,14,13, , ,,, ,, , ,, , , , , ,94
,,,,,,,Reading,,,,Reading Elementary School, , ,,,6,6,7,3,10,,,,9,9, , ,,, ,, , ,, , , , , ,50
,,,,,,,Windsor Central SU,,,,Windsor Central SU,11, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,11
,,,,,,,Woodstock,,,,Woodstock Elementary School, , ,,,22,23,33,33,29,,,,25,26, , ,,, ,, , ,, , , , , ,191
,,,,,,,Woodstock UHSD #4,,,,Woodstock Senior UHSD #4, , ,,, , , , , ,,,, , , , ,,, ,,105,104,,117,99, , , ,425
,,,,,,,,,,,Woodstock Union Middle School, , ,,, , , , , ,,,, , , ,95,,,113,, , ,, , , , , ,208
,,,,,,Windsor Northwest SU,Bethel,,,,Bethel Elementary School, , ,,,21,24,15,26,19,,,,19,24, , ,,, ,, , ,, , , , , ,148
,,,,,,,,,,,Whitcomb Junior/Senior High School, , ,,, , , , , ,,,, , , ,20,,,24,,24,23,,30,35,1, , ,157
,,,,,,,Rochester,,,,Rochester School, , ,,,10,9,8,12,13,,,,7,19, ,28,,,29,,24,18,,28,26, , , ,231
,,,,,,,Stockbridge,,,,Stockbridge Central School,9,6,,, ,12,7,11,8,,,,8,11, , ,,, ,, , ,, , , , , ,72
,,,,,,,Windsor Northwest SU,,,,Windsor Northwest SU,40, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,40
,,,,,,Windsor Southeast SU,Hartland,,,,Hartland Elementary School,1,30,,, ,32,29,38,40,,,,52,34, ,40,,,34,, , ,, , , , , ,330
,,,,,,,Weathersfield,,,,Weathersfield Elementary School, , ,,,21,29,21,20, ,,,, , , , ,,, ,, , ,, , , , , ,91
,,,,,,,,,,,Weathersfield Middle School, , ,,, , , , ,15,,,,18,29, ,40,,,25,, , ,, , , , , ,127
,,,,,,,West Windsor,,,,Albert Bridge School (West Windsor), , ,,,3,11,6,7,14,,,,10,8, , ,,, ,, , ,, , , , , ,59
,,,,,,,Windsor,,,,Windsor High School, , ,,, , , , , ,,,, , , ,40,,,51,,83,70,,70,65, , , ,379
,,,,,,,,,,,Windsor State Street School, , ,,,29,42,29,41,39,,,,43,47, , ,,, ,, , ,, , , , , ,270
,,,,,,,Windsor Southeast SU,,,,Windsor Southeast SU,30, ,,, , , , , ,,,, , , , ,,, ,, , ,, , , , , ,30
,,,,,,Windsor Southwest SU,Cavendish,,,,Cavendish Town Elementary School,9, ,,,16,16,12,11,14,,,,13,12, , ,,, ,, , ,, , , , , ,103
,,,,,,,Chester Andover USD #29 (District),,,,Chester Andover USD #29 (School),30, ,,,34,39,36,28,43,,,,33,50, , ,,, ,, , ,, , , , , ,293
,,,,,,,Green Mountain UHSD #35 (District),,,,Green Mountain UHSD #35 (School), , ,,, , , , , ,,,, , , ,60,,,72,,76,69,,90,62, , , ,429
,,,,,,,,,,,County Total,280,177,,,323,593,555,544,608,,,,587,649,11,612,,,675,,748,710,,754,702,2, , ,"8,530"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Note: The enrollment for independent schools including Burr & Burton Academy, Lyndon Institute, St. Johnsbury Academy, and Thetford Academy do not appear in this report.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
