,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Southwest Vermont SU","Bennington ID",,,,"Bennington Elementary School","75"," ",,,"44","46","43","47","36",,,,"38"," "," "," ",,," ",," "," ",," "," "," ","329"
,,,,,,,,,,,"Molly Stark School","128"," ",,,"49","55","62","88","65",,,,"63"," "," "," ",,," ",," "," ",," "," "," ","510"
,,,,,,,,,,,"Monument School","42"," ",,,"16","26","20","17","20",,,,"27"," "," "," ",,," ",," "," ",," "," "," ","168"
,,,,,,,"Mt Anthony UHSD #14",,,,"Mt Anthony Senior UHSD #14"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"238",,"247","211",,"207"," "," ","903"
,,,,,,,,,,,"Mt Anthony Union Middle School"," "," ",,," "," "," "," "," ",,,," ","140","211","189",,," ",," "," ",," "," "," ","540"
,,,,,,,"Pownal",,,,"Pownal Elementary School","35"," ",,,"36","25","38","33","29",,,,"34","49"," "," ",,," ",," "," ",," "," "," ","279"
,,,,,,,"Shaftsbury",,,,"Shaftsbury Elementary School","42"," ",,,"36","36","32","33","33",,,,"30","42"," "," ",,," ",," "," ",," "," "," ","284"
,,,,,,,"Woodford",,,,"Woodford Hollow School","5"," ",,,"1","4","3","3","4",,,,"1","2"," "," ",,," ",," "," ",," "," "," ","23"
,,,,,,"Windham Southwest SU","Readsboro",,,,"Readsboro Elementary School","6"," ",,,"4","5","6","5","3",,,,"4","4","7","5",,," ",," "," ",," "," "," ","49"
,,,,,,,"Stamford",,,,"Stamford Elementary School","3"," ",,,"8","5","10","6","5",,,,"9","15","5","9",,," ",," "," ",," "," "," ","75"
,,,,,,,,,,,"County Total","466"," ",,,"280","278","306","328","298",,,,"306","339","333","318",,,"275",,"283","239",,"234"," "," ","4,283"
,"Caledonia County",,,,,"Caledonia Central SU","Barnet",,,,"Barnet Elementary School","31"," ",,,"11","18","17","31","20",,,,"20","16","21","21",,," ",," "," ",," "," "," ","206"
,,,,,,,"Danville",,,,"Danville School","36"," ",,,"25","18","30","16","31",,,,"17","36","33","25",,,"23",,"33","21",,"22"," "," ","366"
,,,,,,,"Peacham",,,,"Peacham Elementary School","10"," ",,,"6","6","9","5","7",,,,"5","8"," "," ",,," ",," "," ",," "," "," ","56"
,,,,,,,"Walden",,,,"Walden School","13"," ",,,"12","9","7","11","12",,,,"7","9","10","12",,," ",," "," ",," "," "," ","102"
,,,,,,"Caledonia North SU","Burke",,,,"Burke Town School","26"," ",,,"19","19","17","20","25",,,,"20","19","24","17",,," ",," "," ",," "," "," ","206"
,,,,,,,"Lyndon",,,,"Lyndon Town School","91"," ",,,"53","49","50","50","41",,,,"45","47","52","28",,," ",," "," ",," "," "," ","506"
,,,,,,,"Millers Run USD #37",,,,"Millers Run School USD #37","18"," ",,,"21","5","10","7","9",,,,"14","9","12","13",,," ",," "," ",," "," "," ","118"
,,,,,,,"Newark",,,,"Newark School"," "," ",,,"4","4","10","6","4",,,,"11","5","10","7",,," ",," "," ",," "," "," ","61"
,,,,,,,"Sutton",,,,"Sutton School","6"," ",,,"9","7","10","15","16",,,,"9","9","10","13",,," ",," "," ",," "," "," ","104"
,,,,,,"Essex Caledonia SU","Waterford",,,,"Waterford Elementary School","14"," ",,,"15","14","14","16","11",,,,"11","23","11","18",,," ",," "," ",," "," "," ","147"
,,,,,,"Orleans Southwest SU","Hardwick",,,,"Hardwick Elementary School","38"," ",,,"26","25","31","39","24",,,,"37","33"," "," ",,," ",," "," ",," "," "," ","253"
,,,,,,,"Hazen UHSD #26 (District)",,,,"Hazen UHSD #26 (School)"," "," ",,," "," "," "," "," ",,,," "," ","49","53",,,"64",,"67","49",,"47","3"," ","332"
,,,,,,"St Johnsbury SD","St Johnsbury",,,,"St Johnsbury Schools","94"," ",,,"70","67","59","62","74",,,,"57","71","76","80",,," ",," "," ",," "," "," ","710"
,,,,,,,,,,,"County Total","377"," ",,,"271","241","264","278","274",,,,"253","285","308","287",,,"87",,"100","70",,"69","3"," ","3,167"
,"Chittenden County",,,,,"Burlington SD","Burlington",,,,"Burlington Senior High School"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"267",,"265","239",,"234","1"," ","1,006"
,,,,,,,,,,,"C P Smith School"," "," ",,,"62","37","43","47","49",,,,"31"," "," "," ",,," ",," "," ",," "," "," ","269"
,,,,,,,,,,,"Champlain School","351"," ",,,"62","55","54","57","33",,,,"55"," "," "," ",,," ",," "," ",," "," "," ","667"
,,,,,,,,,,,"Edmunds Elementary School"," "," ",,,"42","63","44","49","59",,,,"68"," "," "," ",,," ",," "," ",," "," "," ","325"
,,,,,,,,,,,"Edmunds Middle School"," "," ",,," "," "," "," "," ",,,," ","140","132","136",,," ",," "," ",," "," "," ","408"
,,,,,,,,,,,"Integrated Arts Academy At HO Wheeler","27"," ",,,"44","44","45","49","42",,,,"45"," "," "," ",,," ",," "," ",," "," "," ","296"
,,,,,,,,,,,"J J Flynn School","41"," ",,,"49","60","44","58","65",,,,"59"," "," "," ",,," ",," "," ",," "," "," ","376"
,,,,,,,,,,,"Lyman C Hunt Middle School"," "," ",,," "," "," "," "," ",,,," ","149","139","113",,," ",," "," ",," "," "," ","401"
,,,,,,,,,,,"Sustainability Academy At Lawrence Barnes","29"," ",,,"36","33","26","29","23",,,,"27"," "," "," ",,," ",," "," ",," "," "," ","203"
,,,,,,"Chittenden Central SU","Essex Community Education Center UHSD #46 (District)",,,,"Essex Community Education Center UHSD #46 (School)"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"287",,"323","295",,"311","6"," ","1,222"
,,,,,,,"Essex Junction ID",,,,"Albert D Lawton School"," "," ",,," "," "," "," "," ",,,," ","131","123","113",,," ",," "," ",," "," "," ","367"
,,,,,,,,,,,"Hiawatha School","23"," ",,,"43","45","54","56"," ",,,," "," "," "," ",,," ",," "," ",," "," "," ","221"
,,,,,,,,,,,"Summit Street School","133"," ",,,"42","44","58","61"," ",,,," "," "," "," ",,," ",," "," ",," "," "," ","338"
,,,,,,,,,,,"Thomas Fleming School"," "," ",,," "," "," "," ","107",,,,"111"," "," "," ",,," ",," "," ",," "," "," ","218"
,,,,,,,"Westford",,,,"Westford Elementary School","24"," ",,,"24","15","22","17","18",,,,"16","19","18","15",,," ",," "," ",," "," "," ","188"
,,,,,,"Chittenden East SU","Huntington",,,,"Brewster Pierce School","44"," ",,,"17","20","17","20","31",,,," "," "," "," ",,," ",," "," ",," "," "," ","149"
,,,,,,,"Mt Mansfield Modified USD #401A (District)",,,,"Jericho Elementary School","57"," ",,,"55","46","31","58","50",,,," "," "," "," ",,," ",," "," ",," "," "," ","297"
,,,,,,,,,,,"Richmond Elementary School","79"," ",,,"42","35","50","45","48",,,," "," "," "," ",,," ",," "," ",," "," "," ","299"
,,,,,,,,,,,"Smilie Memorial School (Bolton)","20"," ",,,"15","20","15","7","10",,,," "," "," "," ",,," ",," "," ",," "," "," ","87"
,,,,,,,,,,,"Underhill Central School","31"," ",,,"20","21","18","22","22",,,," "," "," "," ",,," ",," "," ",," "," "," ","134"
,,,,,,,,,,,"Underhill ID School","47"," ",,,"19","16","21","19","21",,,," "," "," "," ",,," ",," "," ",," "," "," ","143"
,,,,,,,"Mt Mansfield Modified USD #401B (District)",,,,"Browns River Middle USD #17"," "," ",,," "," "," "," "," ",,,,"92","113","101","99",,," ",," "," ",," "," "," ","405"
,,,,,,,,,,,"Camels Hump Middle USD #17"," "," ",,," "," "," "," "," ",,,,"80","74","80","92",,," ",," "," ",," "," "," ","326"
,,,,,,,,,,,"Mt Mansfield USD #17 (School)"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"198",,"220","179",,"203"," "," ","800"
,,,,,,"Chittenden South SU","Champlain Valley UHSD #15 (District)",,,,"Champlain Valley UHSD #15 (School)"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"336",,"305","304",,"308"," "," ","1,253"
,,,,,,,"Charlotte",,,,"Charlotte Central School","46"," ",,,"42","32","33","33","43",,,,"47","36","44","49",,," ",," "," ",," "," "," ","405"
,,,,,,,"Hinesburg",,,,"Hinesburg Community School","77"," ",,,"45","62","49","67","52",,,,"64","62","49","56",,," ",," "," ",," "," "," ","583"
,,,,,,,"Shelburne",,,,"Shelburne Community School","125"," ",,,"79","76","68","97","82",,,,"83","93","73","78",,," ",," "," ",," "," "," ","854"
,,,,,,,"Williston",,,,"Williston Schools","181"," ",,,"96","98","97","99","115",,,,"115","112","104","139",,," ",," "," ",," "," "," ","1,156"
,,,,,,"Colchester SD","Colchester",,,,"Colchester High School"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"137",,"173","165",,"193","7"," ","675"
,,,,,,,,,,,"Colchester Middle School"," "," ",,," "," "," "," "," ",,,," ","153","143","149",,," ",," "," ",," "," "," ","445"
,,,,,,,,,,,"Malletts Bay School","258"," ",,," "," "," ","171","167",,,,"152"," "," "," ",,," ",," "," ",," "," "," ","748"
,,,,,,,,,,,"Porters Point School"," "," ",,,"76","81","76"," "," ",,,," "," "," "," ",,," ",," "," ",," "," "," ","233"
,,,,,,,,,,,"Union Memorial School"," "," ",,,"86","81","86"," "," ",,,," "," "," "," ",,," ",," "," ",," "," "," ","253"
,,,,,,"Essex Town SD","Essex Town",,,,"Essex Elementary School","170"," ",,,"111","137","132"," "," ",,,," "," "," "," ",,," ",," "," ",," "," "," ","550"
,,,,,,,,,,,"Essex Middle School"," "," ",,," "," "," "," "," ",,,," ","142","137","154",,," ",," "," ",," "," "," ","433"
,,,,,,,,,,,"Founders Memorial School"," "," ",,," "," "," ","136","153",,,,"125"," "," "," ",,," ",," "," ",," "," "," ","414"
,,,,,,"Milton SD","Milton ID",,,,"Milton Elementary School","173"," ",,,"118","98","107","112","109",,,,"124"," "," "," ",,," ",," "," ",," "," "," ","841"
,,,,,,,,,,,"Milton Middle School"," "," ",,," "," "," "," "," ",,,," ","120","108","123",,," ",," "," ",," "," "," ","351"
,,,,,,,,,,,"Milton Senior High School"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"119",,"121","119",,"119"," ","1","479"
,,,,,,"South Burlington SD","South Burlington",,,,"Chamberlin School","287"," ",,,"36","42","26","36","44",,,,"34"," "," "," ",,," ",," "," ",," "," "," ","505"
,,,,,,,,,,,"Frederick H Tuttle Middle School"," "," ",,," "," "," "," "," ",,,," ","162","182","173",,," ",," "," ",," "," "," ","517"
,,,,,,,,,,,"Orchard School"," "," ",,,"62","69","58","46","73",,,,"64"," "," "," ",,," ",," "," ",," "," "," ","372"
,,,,,,,,,,,"Rick Marcotte Central School"," "," ",,,"62","43","59","63","59",,,,"75"," "," "," ",,," ",," "," ",," "," "," ","361"
,,,,,,,,,,,"South Burlington High School"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"244",,"205","248",,"220"," "," ","917"
,,,,,,"Winooski SD","Winooski ID",,,,"J F Kennedy Elementary School","113"," ",,,"51","51","65","66","63",,,,"61"," "," "," ",,," ",," "," ",," "," "," ","470"
,,,,,,,,,,,"Winooski High School"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"60",,"55","56",,"40","11"," ","222"
,,,,,,,,,,,"Winooski Middle School"," "," ",,," "," "," "," "," ",,,," ","56","53","58",,," ",," "," ",," "," "," ","167"
,,,,,,,,,,,"County Total","2,336"," ",,,"1,436","1,424","1,398","1,520","1,538",,,,"1,528","1,562","1,486","1,547",,,"1,648",,"1,667","1,605",,"1,628","25","1","22,349"
,"Essex County",,,,,"Essex Caledonia SU","Concord",,,,"Concord School","10"," ",,,"17","9","6","13","19",,,,"15","13","14","16",,," ",," "," ",," "," "," ","132"
,,,,,,,"Lunenburg",,,,"Lunenburg Schools","19"," ",,,"15","12","18","13","11",,,,"15","15","10","11",,," ",," "," ",," "," "," ","139"
,,,,,,"Essex North SU","Canaan",,,,"Canaan Schools","15"," ",,,"8","12","9","11","9",,,,"9","15","13","11",,,"25",,"19","19",,"14"," "," ","189"
,,,,,,"North Country SU","Brighton",,,,"Brighton Elementary School","16"," ",,,"12","20","13","15","5",,,,"8","4","4","7",,," ",," "," ",," "," "," ","104"
,,,,,,,,,,,"County Total","60"," ",,,"52","53","46","52","44",,,,"47","47","41","45",,,"25",,"19","19",,"14"," "," ","564"
,"Franklin County",,,,,"Franklin Central SU","Bellows Free Academy UHSD #48",,,,"Bellows Free Academy (St Albans)"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"227",,"229","220",,"221","5"," ","902"
,,,,,,,"Fairfield",,,,"Fairfield Center School","38"," ",,,"21","29","21","27","19",,,,"18","23","17","21",,," ",," "," ",," "," "," ","234"
,,,,,,,"St Albans City",,,,"St Albans City School","114"," ",,,"84","65","78","87","83",,,,"68","67","72","70",,," ",," "," ",," "," "," ","788"
,,,,,,,"St Albans Town",,,,"St Albans Town Education Center","96"," ",,,"75","72","78","77","81",,,,"78","85","69","69",,," ",," "," ",," "," "," ","780"
,,,,,,"Franklin Northeast SU","Bakersfield",,,,"Bakersfield School","23"," ",,,"12","19","9","12","16",,,,"9","18","13","14",,," ",," "," ",," "," "," ","145"
,,,,,,,"Berkshire",,,,"Berkshire Elementary School","24"," ",,,"24","20","17","17","22",,,,"20","29","32","19",,," ",," "," ",," "," "," ","224"
,,,,,,,"Enosburgh",,,,"Enosburg Falls Elementary School","53"," ",,,"32","35","26","42","33",,,,"25"," "," "," ",,," ",," "," ",," "," "," ","246"
,,,,,,,,,,,"Enosburg Falls Junior/Senior High School"," "," ",,," "," "," "," "," ",,,," ","26","44","41",,,"88",,"73","99",,"67"," "," ","438"
,,,,,,,"Montgomery",,,,"Montgomery Center School","27"," ",,,"12","15","19","13","16",,,,"13","13","13","7",,," ",," "," ",," "," "," ","148"
,,,,,,,"Richford",,,,"Richford Elementary School","31"," ",,,"24","27","21","25","33",,,,"33"," "," "," ",,," ",," "," ",," "," "," ","194"
,,,,,,,,,,,"Richford Junior/Senior High School"," "," ",,," "," "," "," "," ",,,," ","34","34","18",,,"39",,"41","30",,"34"," "," ","230"
,,,,,,"Franklin Northwest SU","Franklin",,,,"Franklin Central School","24"," ",,,"14","18","14","20","20",,,,"10","22"," "," ",,," ",," "," ",," "," "," ","142"
,,,,,,,"Highgate",,,,"Highgate Schools","50"," ",,,"56","42","41","55","37",,,,"44","37"," "," ",,," ",," "," ",," "," "," ","362"
,,,,,,,"Missisquoi Valley UHSD #7 (District)",,,,"Missisquoi Valley UHSD #7 (School)"," "," ",,," "," "," "," "," ",,,," "," ","137","129",,,"120",,"159","121",,"129"," "," ","795"
,,,,,,,"Sheldon",,,,"Sheldon Elementary School","33"," ",,,"28","26","33","28","34",,,,"29","30","33","19",,," ",," "," ",," "," "," ","293"
,,,,,,,"Swanton",,,,"Swanton Schools","85"," ",,,"83","75","67","63","62",,,,"65","75"," "," ",,," ",," "," ",," "," "," ","575"
,,,,,,"Franklin West SU","Fairfax",,,,"Bellows Free Academy (Fairfax)","48"," ",,,"71","60","59","58","55",,,,"60","53","75","67",,," ",," "," ",," "," "," ","606"
,,,,,,,,,,,"Bellows Free Academy High School (Fairfax)"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"56",,"75","74",,"76"," "," ","281"
,,,,,,,"Fletcher",,,,"Fletcher Elementary School","31"," ",,,"11","12","14","7","24",,,,"19","19"," "," ",,," ",," "," ",," "," "," ","137"
,,,,,,,"Georgia",,,,"Georgia Elementary/Middle School","70"," ",,,"49","62","72","60","59",,,,"61","71","63","56",,," ",," "," ",," "," "," ","623"
,,,,,,,,,,,"County Total","747"," ",,,"596","577","569","591","594",,,,"552","602","602","530",,,"530",,"577","544",,"527","5"," ","8,143"
,"Grafton (NH) County",,,,,"Rivendell Interstate SD","Rivendell Interstate School District",,,,"Rivendell Academy"," "," ",,," "," "," "," "," ",,,," "," ","33","26",,,"47",,"43","32",,"22","1"," ","204"
,,,,,,,,,,,"County Total"," "," ",,," "," "," "," "," ",,,," "," ","33","26",,,"47",,"43","32",,"22","1"," ","204"
,"Grand Isle County",,,,,"Grand Isle SU","Alburgh",,,,"Alburgh Community Education Center","26"," ",,,"11","28","19","17","18",,,,"15","26","26","16",,," ",," "," ",," "," "," ","202"
,,,,,,,"Grand Isle",,,,"Grand Isle Elementary School","38"," ",,,"14","22","25","15","13",,,,"23","24","22","24",,," ",," "," ",," "," "," ","220"
,,,,,,,"Isle Lamotte",,,,"Isle La Motte Elementary School"," "," ",,,"5","3","4","4","5",,,,"3","4"," "," ",,," ",," "," ",," "," "," ","28"
,,,,,,,"North Hero",,,,"North Hero Elementary School","12"," ",,,"6","7","8","9","9",,,,"5","1"," "," ",,," ",," "," ",," "," "," ","57"
,,,,,,,"South Hero",,,,"Folsom Education and Community Center","12"," ",,,"18","14","20","14","16",,,,"12","17","10","14",,," ",," "," ",," "," "," ","147"
,,,,,,,,,,,"County Total","88"," ",,,"54","74","76","59","61",,,,"58","72","58","54",,," ",," "," ",," "," "," ","654"
,"Lamoille County",,,,,"Lamoille North SU","Cambridge",,,,"Cambridge Elementary School","45"," ",,,"33","43","47","49","46",,,,"47","43"," "," ",,," ",," "," ",," "," "," ","353"
,,,,,,,"Eden",,,,"Eden Central School","34"," ",,,"16","15","15","22","17",,,,"9","16"," "," ",,," ",," "," ",," "," "," ","144"
,,,,,,,"Hyde Park",,,,"Hyde Park Elementary School","32"," ",,,"37","25","28","33","31",,,,"31","28"," "," ",,," ",," "," ",," "," "," ","245"
,,,,,,,"Johnson",,,,"Johnson Elementary School","39"," ",,,"34","33","31","37","27",,,,"34","20"," "," ",,," ",," "," ",," "," "," ","255"
,,,,,,,"Lamoille UHSD #18 (District)",,,,"Lamoille UHSD #18 (School)"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"132",,"118","113",,"115","1"," ","479"
,,,,,,,,,,,"Lamoille Union Middle School #18"," "," ",,," "," "," "," "," ",,,," "," ","138","113",,," ",," "," ",," "," "," ","251"
,,,,,,,"Waterville",,,,"Waterville Elementary School","13"," ",,,"14","11","9","11","11",,,,"11","10"," "," ",,," ",," "," ",," "," "," ","90"
,,,,,,"Lamoille South SU","Elmore Morristown Unified School District",,,,"Lake Elmore School"," "," ",,," ","3","7","7"," ",,,," "," "," "," ",,," ",," "," ",," "," "," ","17"
,,,,,,,,,,,"Morristown Elementary Schools","100"," ",,,"51","58","56","55","56",,,," "," "," "," ",,," ",," "," ",," "," "," ","376"
,,,,,,,,,,,"Peoples Academy"," "," ",,," "," "," "," "," ",,,," "," "," "," ",,,"76",,"71","67",,"50"," "," ","264"
,,,,,,,,,,,"Peoples Academy Middle School"," "," ",,," "," "," "," "," ",,,,"52","84","52","71",,," ",," "," ",," "," "," ","259"
,,,,,,,"Stowe",,,,"Stowe Elementary School","70"," ",,,"41","61","55","60","61",,,,"53"," "," "," ",,," ",," "," ",," "," "," ","401"
,,,,,,,,,,,"Stowe Middle/High School"," "," ",,," "," "," "," "," ",,,," ","66","59","63",,,"75",,"61","63",,"58"," "," ","445"
,,,,,,"Orleans Southwest SU","Wolcott",,,,"Wolcott Elementary School","14"," ",,,"20","16","20","22","21",,,,"18","20"," "," ",,," ",," "," ",," "," "," ","151"
,,,,,,,,,,,"County Total","347"," ",,,"246","265","268","296","270",,,,"255","287","249","247",,,"283",,"250","243",,"223","1"," ","3,730"
,"Orange County",,,,,"Blue Mountain SD","Blue Mountain USD #21 (District)",,,,"Blue Mountain USD #21 (School)","35"," ",,,"25","28","39","29","25",,,,"32","29","37","23",,,"34",,"22","27",,"23"," "," ","408"
,,,,,,"Orange East SU","Bradford ID",,,,"Bradford Elementary School","30"," ",,,"31","36","38","37","31",,,,"25","28"," "," ",,," ",," "," ",," "," "," ","256"
,,,,,,,"Newbury",,,,"Newbury Elementary School","16"," ",,,"28","17","22","15","25",,,,"20","17"," "," ",,," ",," "," ",," "," "," ","160"
,,,,,,,"Oxbow UHSD #30 (District)",,,,"Oxbow UHSD #30 (School)"," "," ",,," "," "," "," "," ",,,," "," ","53","50",,,"60",,"67","61",,"46"," "," ","337"
,,,,,,,"Thetford",,,,"Thetford Elementary School","33"," ",,,"23","26","36","19","33",,,,"27","27"," "," ",,," ",," "," ",," "," "," ","224"
,,,,,,,"Waits River Valley USD #36 (District)",,,,"Waits River Valley USD #36 (School)","30"," ",,,"23","30","29","32","29",,,,"27","16","25","21",,," ",," "," ",," "," "," ","262"
,,,,,,"Orange North SU","Orange",,,,"Orange Center School"," "," ",,,"11","7","12","18","9",,,,"13","11","14","2",,," ",," "," ",," "," "," ","97"
,,,,,,,"Washington",,,,"Washington Village School","22"," ",,,"11","11","5","6","9",,,,"8","10","10","10",,," ",," "," ",," "," "," ","102"
,,,,,,,"Williamstown",,,,"Williamstown Elementary School","49"," ",,,"26","28","40","28","37",,,,"42"," "," "," ",,," ",," "," ",," "," "," ","250"
,,,,,,,,,,,"Williamstown Middle/High School"," "," ",,," "," "," "," "," ",,,," ","23","36","39",,,"57",,"50","41",,"42"," "," ","288"
